file,mean,std
images/DUKE_001/DUKE_001_0003.nii.gz,27.68764877319336,32.509185791015625
images/DUKE_001/DUKE_001_0001.nii.gz,27.455442428588867,31.191701889038086
images/DUKE_001/DUKE_001_0004.nii.gz,27.80344581604004,33.1127815246582
images/DUKE_001/DUKE_001_0002.nii.gz,27.312782287597656,31.772829055786133
images/DUKE_002/DUKE_002_0002.nii.gz,289.9447021484375,360.2294616699219
images/DUKE_002/DUKE_002_0001.nii.gz,289.50067138671875,373.45758056640625
images/DUKE_002/DUKE_002_0003.nii.gz,292.2135009765625,360.3721008300781
images/DUKE_005/DUKE_005_0001.nii.gz,46.51559066772461,53.887264251708984
images/DUKE_005/DUKE_005_0002.nii.gz,46.91133117675781,53.96183395385742
images/DUKE_005/DUKE_005_0003.nii.gz,46.26218032836914,52.60594940185547
images/DUKE_009/DUKE_009_0001.nii.gz,205.1313018798828,325.69451904296875
images/DUKE_009/DUKE_009_0002.nii.gz,200.5038604736328,299.6908874511719
images/DUKE_009/DUKE_009_0003.nii.gz,200.48329162597656,300.14129638671875
images/DUKE_010/DUKE_010_0003.nii.gz,388.4250793457031,479.2084655761719
images/DUKE_010/DUKE_010_0001.nii.gz,396.6669921875,508.1843566894531
images/DUKE_010/DUKE_010_0002.nii.gz,389.3462829589844,482.3466796875
images/DUKE_012/DUKE_012_0002.nii.gz,388.233154296875,572.6846313476562
images/DUKE_012/DUKE_012_0003.nii.gz,403.5855712890625,601.2176513671875
images/DUKE_012/DUKE_012_0001.nii.gz,368.498291015625,526.4887084960938
images/DUKE_019/DUKE_019_0001.nii.gz,43.18690872192383,65.39176177978516
images/DUKE_019/DUKE_019_0002.nii.gz,45.015708923339844,67.46990203857422
images/DUKE_019/DUKE_019_0003.nii.gz,45.35007858276367,68.32398986816406
images/DUKE_021/DUKE_021_0003.nii.gz,313.18206787109375,421.0657653808594
images/DUKE_021/DUKE_021_0002.nii.gz,314.7496337890625,411.6828308105469
images/DUKE_021/DUKE_021_0001.nii.gz,298.6701965332031,387.3182678222656
images/DUKE_022/DUKE_022_0002.nii.gz,29.649930953979492,30.559961318969727
images/DUKE_022/DUKE_022_0001.nii.gz,29.94854736328125,30.53635597229004
images/DUKE_022/DUKE_022_0003.nii.gz,29.672000885009766,30.8322811126709
images/DUKE_022/DUKE_022_0004.nii.gz,29.3565616607666,31.03509521484375
images/DUKE_028/DUKE_028_0002.nii.gz,27.97942543029785,46.056610107421875
images/DUKE_028/DUKE_028_0001.nii.gz,27.206628799438477,44.069637298583984
images/DUKE_028/DUKE_028_0003.nii.gz,28.25412940979004,47.149818420410156
images/DUKE_032/DUKE_032_0004.nii.gz,247.28587341308594,288.6778869628906
images/DUKE_032/DUKE_032_0002.nii.gz,252.16998291015625,296.83709716796875
images/DUKE_032/DUKE_032_0003.nii.gz,248.19503784179688,290.4497985839844
images/DUKE_032/DUKE_032_0001.nii.gz,247.6243438720703,294.8953857421875
images/DUKE_034/DUKE_034_0002.nii.gz,376.5904235839844,495.67230224609375
images/DUKE_034/DUKE_034_0001.nii.gz,374.7876892089844,482.8050231933594
images/DUKE_034/DUKE_034_0004.nii.gz,387.21942138671875,523.123046875
images/DUKE_034/DUKE_034_0003.nii.gz,377.2662353515625,508.14483642578125
images/DUKE_040/DUKE_040_0003.nii.gz,15.155765533447266,20.414581298828125
images/DUKE_040/DUKE_040_0001.nii.gz,15.070477485656738,19.501035690307617
images/DUKE_040/DUKE_040_0002.nii.gz,15.18325138092041,20.1416015625
images/DUKE_040/DUKE_040_0004.nii.gz,15.359591484069824,20.827219009399414
images/DUKE_041/DUKE_041_0003.nii.gz,478.4695129394531,564.8056030273438
images/DUKE_041/DUKE_041_0002.nii.gz,480.8351745605469,574.9664916992188
images/DUKE_041/DUKE_041_0004.nii.gz,474.79327392578125,555.8237915039062
images/DUKE_041/DUKE_041_0001.nii.gz,489.3118896484375,600.4073486328125
images/DUKE_043/DUKE_043_0002.nii.gz,539.3229370117188,689.8485717773438
images/DUKE_043/DUKE_043_0003.nii.gz,531.2809448242188,677.1873168945312
